my_loss_step,epoch,step,my_loss_epoch
2.377108573913574,0,49,
1.453936219215393,0,99,
1.9095948934555054,0,149,
0.9545109272003174,0,199,
0.7211508750915527,0,249,
0.8927122354507446,0,299,
0.7344648838043213,0,349,
0.623132586479187,0,399,
0.7876495122909546,0,449,
1.4000364542007446,0,499,
,0,521,1.3054553270339966
0.833584189414978,1,549,
0.8036094903945923,1,599,
0.6580118536949158,1,649,
1.2572232484817505,1,699,
0.6407618522644043,1,749,
0.6609315872192383,1,799,
1.0702199935913086,1,849,
1.7738466262817383,1,899,
0.15424177050590515,1,949,
0.9274886846542358,1,999,
,1,1043,0.9367409348487854
0.34062087535858154,2,1049,
1.19609534740448,2,1099,
0.6695361137390137,2,1149,
0.5120260715484619,2,1199,
0.2586092948913574,2,1249,
0.3904619514942169,2,1299,
0.4636259377002716,2,1349,
1.6495749950408936,2,1399,
0.5644069910049438,2,1449,
0.9176352024078369,2,1499,
0.671156644821167,2,1549,
,2,1565,0.8197288513183594
1.0391874313354492,3,1599,
0.955114483833313,3,1649,
0.4271535575389862,3,1699,
1.0261274576187134,3,1749,
0.46815741062164307,3,1799,
1.0881096124649048,3,1849,
0.32166504859924316,3,1899,
0.3489518165588379,3,1949,
0.7925621867179871,3,1999,
0.18329286575317383,3,2049,
,3,2087,0.7684075832366943
0.9011867642402649,4,2099,
1.8547334671020508,4,2149,
1.6237446069717407,4,2199,
0.37620118260383606,4,2249,
0.5730718374252319,4,2299,
0.8357066512107849,4,2349,
1.6951276063919067,4,2399,
0.2786235511302948,4,2449,
0.3782167434692383,4,2499,
0.39913856983184814,4,2549,
0.6175445914268494,4,2599,
,4,2609,0.711385190486908
0.9667627811431885,5,2649,
0.604181170463562,5,2699,
0.40467432141304016,5,2749,
0.7334301471710205,5,2799,
1.213761329650879,5,2849,
0.325319766998291,5,2899,
0.3888668119907379,5,2949,
0.38817864656448364,5,2999,
0.8711236119270325,5,3049,
0.891676127910614,5,3099,
,5,3131,0.6864542365074158
1.5606660842895508,6,3149,
0.152811661362648,6,3199,
0.45727047324180603,6,3249,
0.3291091024875641,6,3299,
1.2708373069763184,6,3349,
0.3163256347179413,6,3399,
0.07695439457893372,6,3449,
0.14473918080329895,6,3499,
0.8205906748771667,6,3549,
0.7050265073776245,6,3599,
0.5147637724876404,6,3649,
,6,3653,0.6742687821388245
0.21210768818855286,7,3699,
0.30002787709236145,7,3749,
0.5976518392562866,7,3799,
0.1202939972281456,7,3849,
0.27848905324935913,7,3899,
0.7356844544410706,7,3949,
0.5688056945800781,7,3999,
1.022161841392517,7,4049,
0.9831031560897827,7,4099,
0.3119586706161499,7,4149,
,7,4175,0.6522691249847412
2.54595947265625,8,4199,
0.8114622235298157,8,4249,
0.7722197771072388,8,4299,
0.450250506401062,8,4349,
0.3591676354408264,8,4399,
0.4474496841430664,8,4449,
0.5920711755752563,8,4499,
0.7996805310249329,8,4549,
0.5096205472946167,8,4599,
0.26602253317832947,8,4649,
,8,4697,0.6194857358932495
1.514888048171997,9,4699,
1.0441190004348755,9,4749,
0.42187780141830444,9,4799,
0.34261205792427063,9,4849,
0.09197072684764862,9,4899,
0.4942111372947693,9,4949,
0.14283011853694916,9,4999,
0.8296393156051636,9,5049,
0.32267332077026367,9,5099,
1.2573689222335815,9,5149,
0.23016075789928436,9,5199,
,9,5219,0.6025654077529907
0.7271407246589661,10,5249,
0.39643609523773193,10,5299,
1.520933985710144,10,5349,
0.8250501155853271,10,5399,
1.0066008567810059,10,5449,
0.3912864923477173,10,5499,
0.10205285251140594,10,5549,
0.7408776879310608,10,5599,
