my_loss_step,epoch,step,my_loss_epoch
1.707258939743042,0,49,
2.104954719543457,0,99,
1.4616379737854004,0,149,
1.012988805770874,0,199,
1.280583143234253,0,249,
1.028301477432251,0,299,
0.8083072900772095,0,349,
0.8274433016777039,0,399,
0.9906104803085327,0,449,
0.693136990070343,0,499,
,0,521,1.3134843111038208
1.6171314716339111,1,549,
0.815962016582489,1,599,
0.7416736483573914,1,649,
0.3785618543624878,1,699,
1.0807446241378784,1,749,
0.8458747863769531,1,799,
1.7338453531265259,1,849,
1.5076265335083008,1,899,
0.4821701645851135,1,949,
1.4642716646194458,1,999,
,1,1043,0.9004577994346619
0.22235383093357086,2,1049,
0.7722760438919067,2,1099,
1.052353858947754,2,1149,
0.23413386940956116,2,1199,
1.4427062273025513,2,1249,
0.5741444826126099,2,1299,
0.5300729870796204,2,1349,
0.4628600776195526,2,1399,
0.9732697010040283,2,1449,
0.8599663376808167,2,1499,
1.3391988277435303,2,1549,
,2,1565,0.7993528246879578
1.5927410125732422,3,1599,
1.7383697032928467,3,1649,
0.197525754570961,3,1699,
0.32865744829177856,3,1749,
0.10035929083824158,3,1799,
0.33924829959869385,3,1849,
0.16503125429153442,3,1899,
0.5800372958183289,3,1949,
1.2952704429626465,3,1999,
1.109312653541565,3,2049,
,3,2087,0.7872508764266968
0.39269208908081055,4,2099,
0.20132103562355042,4,2149,
1.0738685131072998,4,2199,
0.7812114357948303,4,2249,
0.25267964601516724,4,2299,
1.4164854288101196,4,2349,
1.315854549407959,4,2399,
0.6041069030761719,4,2449,
0.49575045704841614,4,2499,
0.43654918670654297,4,2549,
1.0156323909759521,4,2599,
,4,2609,0.6910121440887451
0.3826127350330353,5,2649,
0.6615561246871948,5,2699,
0.7020904421806335,5,2749,
0.8624244928359985,5,2799,
0.45856791734695435,5,2849,
0.2112320065498352,5,2899,
0.25056231021881104,5,2949,
0.30921053886413574,5,2999,
0.8403197526931763,5,3049,
0.29518091678619385,5,3099,
,5,3131,0.7054340839385986
0.6732946634292603,6,3149,
0.30624842643737793,6,3199,
0.7255229949951172,6,3249,
1.1896904706954956,6,3299,
0.8004558086395264,6,3349,
0.22292935848236084,6,3399,
0.28238967061042786,6,3449,
0.4102862477302551,6,3499,
0.47129887342453003,6,3549,
0.6875642538070679,6,3599,
0.4638406038284302,6,3649,
,6,3653,0.6959735751152039
0.44087135791778564,7,3699,
0.43504810333251953,7,3749,
0.4583720564842224,7,3799,
0.44235026836395264,7,3849,
0.7107402682304382,7,3899,
0.5919457077980042,7,3949,
0.5320890545845032,7,3999,
0.7968723773956299,7,4049,
1.5527689456939697,7,4099,
0.19994530081748962,7,4149,
,7,4175,0.6587953567504883
0.788758397102356,8,4199,
0.5863089561462402,8,4249,
1.1352481842041016,8,4299,
0.6975700259208679,8,4349,
0.043888069689273834,8,4399,
0.05160001665353775,8,4449,
0.9175304174423218,8,4499,
1.5819153785705566,8,4549,
0.22291740775108337,8,4599,
1.2029125690460205,8,4649,
,8,4697,0.6173819303512573
0.4240249693393707,9,4699,
0.9050655961036682,9,4749,
0.2401403784751892,9,4799,
0.6600563526153564,9,4849,
0.27162015438079834,9,4899,
0.16168111562728882,9,4949,
0.07079203426837921,9,4999,
0.09484385699033737,9,5049,
0.9278147220611572,9,5099,
1.1559735536575317,9,5149,
1.034069299697876,9,5199,
,9,5219,0.612635612487793
1.159678339958191,10,5249,
0.13943125307559967,10,5299,
1.1933873891830444,10,5349,
0.6853412389755249,10,5399,
1.1341925859451294,10,5449,
0.7034502029418945,10,5499,
0.43981021642684937,10,5549,
0.47163307666778564,10,5599,
0.6809402108192444,10,5649,
0.14179150760173798,10,5699,
,10,5741,0.5925267934799194
1.4532142877578735,11,5749,
0.8324481248855591,11,5799,
0.763677179813385,11,5849,
0.6289510130882263,11,5899,
